wavelength,S1,S2,S3,S4,S5,S6,S7,S8,S9,F1,F2
526.1,0.001009993797,,,,,,,,,,
526.12,0.001180020573,,,,,,,,,,
526.14,0.001360160944,,,,,,,,,,
526.16,0.001548197157,,,,,,,,,,
526.18,0.001741360812,,,,,,,,,,
526.2,0.001936423806,,,,,,,,,,
526.22,0.002129820823,,,,,,,,,,
526.24,0.002317776071,,,,,,,,,,
526.26,0.00249642227,,,,,,,,,,
526.28,0.002661993174,,,,,,,,,,
526.3,0.002811014917,,,,,,,,,,
526.32,0.00294047031,,,,,,,,,,
526.34,0.003047912798,,,,,,,,,,
526.36,0.003131601243,,,,,,,,,,
526.38,0.003190589034,,,,,,,,,,
526.4,0.003224759945,,,,,,,,,,
526.42,0.00323477659,,,,,,,,,,
526.44,0.003222026013,,,,,,,,,,
526.46,0.003188518889,,,,,,,,,,
526.48,0.003136762578,,,,,,,,,,
526.5,0.00306955952,,,,,,,,,,
526.52,0.002989839158,,,,,,,,,,
526.54,0.002900497416,,,,,,,,,,
526.56,0.00280427385,,,,,,,,,,
526.58,0.002703590828,,,,,,,,,,
526.6,0.002600471625,,,,,,,,,,
526.62,0.002496511107,,,,,,,,,,
526.64,0.002392908773,,,,,,,,,,
526.66,0.002290462212,,,,,,,,,,
526.68,0.002189630358,,,,,,,,,,
526.7,0.002090637951,,,,,,,,,,
526.72,0.001993600848,,,,,,,,,,
526.74,0.001898574588,,,,,,,,,,
526.76,0.001805627898,,,,,,,,,,
526.78,0.001714928078,,,,,,,,,,
526.8,0.001626799056,,,,,,,,,,
526.82,0.001541693566,,,,,,,,,,
526.84,0.001460173077,,,,,,,,,,
526.86,0.001382907829,,,,,,,,,,
526.88,0.001310642426,,,,,,,,,,
526.9,0.00124411412,,,,,,,,,,
526.92,0.001183994466,,,,,,,,,,
526.94,0.001130882699,,,,,,,,,,
526.96,0.001085270145,,,,,,,,,,
526.98,0.001047497529,,,,,,,,,,
527,0.001017739249,,,,,,,,,,
527.02,0.0009960502726,,,,,,,,,,
527.04,0.0009823639255,,,,,,,,,,
527.06,0.000976496099,,,,,,,,,,
527.08,0.0009781549062,,,,,,,,,,
527.1,0.0009870022004,,,,,,,,,,
527.12,0.001002634121,,,,,,,,,,
527.14,0.001024576866,,,,,,,,,,
527.16,0.001052269961,,,,,,,,,,
527.18,0.001085099455,,,,,,,,,,
527.2,0.001122340919,,,,,,,,,,
527.22,0.00116314442,,,,,,,,,,
527.24,0.001206510481,,,,,,,,,,
527.26,0.00125133189,,,,,,,,,,
527.28,0.001296358366,,,,,,,,,,
527.3,0.001340231399,,,,,,,,,,
527.32,0.001381514088,,,,,,,,,,
527.34,0.001418795601,,,,,,,,,,
527.36,0.001450717732,,,,,,,,,,
527.38,0.001476070754,,,,,,,,,,
527.4,0.001493862272,,,,,,,,,,
527.42,0.001503447988,,,,,,,,,,
527.44,0.001504551663,,,,,,,,,,
527.46,0.001497335121,,,,,,,,,,
527.48,0.001482406426,,,,,,,,,,
527.5,0.001460883756,,,,,,,,,,
527.52,0.001434306063,,,,,,,,,,
527.54,0.00140459869,,,,,,,,,,
527.56,0.001373970331,,,,,,,,,,
527.58,0.001344867423,,,,,,,,,,
527.6,0.001319780082,,,,,,,,,,
527.62,0.001301124109,,,,,,,,,,
527.64,0.001291083552,,,,,,,,,,
527.66,0.001291526105,,,,,,,,,,
527.68,0.001303804695,,,,,,,,,,
527.7,0.001328669391,,,,,,,,,,
527.72,0.001366183769,,,,,,,,,,
527.74,0.001415723339,,,,,,,,,,
527.76,0.001475911265,,,,,,,,,,
527.78,0.001544677359,,,,,,,,,,
527.8,0.001619348206,,,,,,,,,,
527.82,0.001696795624,,,,,,,,,,
527.84,0.001773548836,,,,,,,,,,
527.86,0.001845988016,,,,,,,,,,
527.88,0.001910547469,,,,,,,,,,
527.9,0.001963915003,,,,,,,,,,
